id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,167163.4887,327.6,122,129,0.517349549,0.616439027,2.968965099,0.940410069,gaze,,,,167163.48868 167163.49708 167163.50548 167163.51388 167163.52228 167163.53068 167163.53908 167163.55588 167163.56428 167163.57268 167163.58108 167163.59788 167163.60628 167163.61468 167163.62308 167163.63148 167163.63988 167163.65668 167163.66508 167163.68188 167163.69028 167163.69868 167163.70708 167163.72388 167163.73228 167163.74068 167163.74908 167163.75748 167163.76588 167163.77428 167163.78268 167163.80788 167163.81628
1,167164.8579,302.4,155,163,0.479456419,0.654272598,2.971564038,0.985424358,gaze,,,,167164.85788 167164.86628 167164.88308 167164.89148 167164.91668 167164.92508 167164.93348 167164.94188 167164.95028 167164.95868 167164.96708 167164.97548 167164.99228 167165.00068 167165.00908 167165.01748 167165.03428 167165.04268 167165.05108 167165.05948 167165.07628 167165.08468 167165.09308 167165.10148 167165.10988 167165.11828 167165.13508 167165.14348 167165.15188 167165.16028
2,167172.1407,302.4,340,348,0.362828208,0.427339065,1.144818721,0.648677077,gaze,,,,167172.14068 167172.15748 167172.17428 167172.18268 167172.19108 167172.19948 167172.20788 167172.22468 167172.24148 167172.24988 167172.25828 167172.26668 167172.29188 167172.30028 167172.30868 167172.31708 167172.32548 167172.34228 167172.35068 167172.35908 167172.37588 167172.38428 167172.39268 167172.40108 167172.40948 167172.41788 167172.43468 167172.44308
3,167193.7455,319.2,962,971,0.600000527,0.374126553,1.703295685,0.768147075,gaze,,,,167193.74548 167193.75388 167193.76228 167193.77068 167193.77908 167193.78748 167193.79588 167193.80428 167193.81268 167193.82108 167193.82948 167193.83788 167193.84628 167193.85468 167193.86308 167193.87148 167193.87988 167193.88828 167193.89668 167193.90508 167193.91348 167193.92188 167193.93028 167193.93868 167193.95548 167193.96388 167193.97228 167193.98068 167193.98908 167194.00588 167194.01428 167194.02268 167194.03108 167194.03948 167194.04788 167194.05628 167194.06468
4,167195.9295,394.8,1025,1037,0.504946127,0.43365184,2.907640992,0.812153166,gaze,,,,167195.92948 167195.93788 167195.94628 167195.95468 167195.96308 167195.97148 167195.97988 167195.98828 167195.99668 167196.00508 167196.01348 167196.02188 167196.03028 167196.03868 167196.04708 167196.05548 167196.06388 167196.07228 167196.08068 167196.08908 167196.09748 167196.10588 167196.11428 167196.12268 167196.13108 167196.13948 167196.14788 167196.15628 167196.16468 167196.17308 167196.18148 167196.18988 167196.19828 167196.20668 167196.21508 167196.22348 167196.23188 167196.24028 167196.24868 167196.25708 167196.26548 167196.27388 167196.28228 167196.29068 167196.29908 167196.30748 167196.31588 167196.32428
5,167200.0539,302.4,1146,1155,0.593121792,0.383469105,2.665526903,0.804682008,gaze,,,,167200.05388 167200.06228 167200.07068 167200.07908 167200.08748 167200.09588 167200.10428 167200.11268 167200.12108 167200.12948 167200.13788 167200.14628 167200.15468 167200.16308 167200.17148 167200.17988 167200.18828 167200.19668 167200.20508 167200.21348 167200.22188 167200.23028 167200.23868 167200.24708 167200.25548 167200.26388 167200.27228 167200.28068 167200.28908 167200.29748 167200.30588 167200.31428 167200.32268 167200.33108 167200.33948 167200.34788 167200.35628
6,167202.3891,361.2,1215,1226,0.501259991,0.247726108,2.226541435,0.702308294,gaze,,,,167202.38908 167202.39748 167202.40588 167202.42268 167202.43108 167202.43948 167202.44788 167202.45628 167202.46468 167202.47308 167202.48148 167202.48988 167202.49828 167202.50668 167202.51508 167202.52348 167202.53188 167202.54028 167202.54868 167202.55708 167202.56548 167202.57388 167202.58228 167202.59068 167202.59908 167202.60748 167202.61588 167202.62428 167202.63268 167202.64108 167202.64948 167202.65788 167202.66628 167202.67468 167202.68308 167202.69148 167202.69988 167202.70828 167202.71668 167202.72508 167202.73348 167202.74188 167202.75028
7,167205.5559,546,1308,1323,0.512277778,0.613702153,2.009102579,0.935287276,gaze,,,,167205.55588 167205.56428 167205.57268 167205.58108 167205.58948 167205.59788 167205.60628 167205.61468 167205.62308 167205.63148 167205.63988 167205.64828 167205.65668 167205.66508 167205.67348 167205.68188 167205.69028 167205.69868 167205.70708 167205.71548 167205.72388 167205.73228 167205.74068 167205.74908 167205.75748 167205.76588 167205.77428 167205.78268 167205.79108 167205.79948 167205.80788 167205.81628 167205.82468 167205.83308 167205.84988 167205.85828 167205.86668 167205.87508 167205.88348 167205.89188 167205.90028 167205.90868 167205.91708 167205.92548 167205.93388 167205.94228 167205.95068 167205.95908 167205.96748 167205.97588 167205.98428 167205.99268 167206.00108 167206.00948 167206.01788 167206.02628 167206.03468 167206.04308 167206.05148 167206.05988 167206.06828 167206.07668 167206.08508 167206.09348 167206.10188
8,167211.8811,327.6,1492,1502,0.601543384,0.240805789,1.841950895,0.59559037,gaze,,,,167211.88108 167211.88948 167211.89788 167211.90628 167211.91468 167211.92308 167211.93148 167211.93988 167211.94828 167211.95668 167211.96508 167211.97348 167211.98188 167211.99028 167211.99868 167212.00708 167212.01548 167212.02388 167212.03228 167212.04068 167212.04908 167212.05748 167212.06588 167212.07428 167212.08268 167212.09108 167212.09948 167212.10788 167212.11628 167212.12468 167212.13308 167212.14148 167212.14988 167212.15828 167212.16668 167212.17508 167212.18348 167212.19188 167212.20028 167212.20868
9,167219.4579,420,1710,1723,0.508170588,0.459091331,2.738600712,0.783022392,gaze,,,,167219.45788 167219.46628 167219.47468 167219.49148 167219.50828 167219.51668 167219.52508 167219.53348 167219.54188 167219.55028 167219.55868 167219.56708 167219.57548 167219.58388 167219.59228 167219.60068 167219.60908 167219.61748 167219.62588 167219.63428 167219.64268 167219.65108 167219.65948 167219.66788 167219.67628 167219.68468 167219.69308 167219.70148 167219.70988 167219.71828 167219.72668 167219.73508 167219.74348 167219.75188 167219.76028 167219.76868 167219.77708 167219.78548 167219.79388 167219.80228 167219.81068 167219.81908 167219.82748 167219.83588 167219.84428 167219.85268 167219.86108 167219.86948 167219.87788
