id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,249221.9471,142.8,23,27,0.703215706,0.264173709,2.748804355,0.955649243,gaze,,,,249221.947097 249221.955497 249221.963897 249221.972297 249221.980697 249221.989097 249221.997497 249222.005897 249222.014297 249222.022697 249222.031097 249222.039497 249222.047897 249222.056297 249222.064697 249222.073097 249222.081497 249222.089897
1,249223.9883,210,77,83,0.620630151,0.402501153,2.519017882,0.781348338,gaze,,,,249223.988297 249223.996697 249224.005097 249224.013497 249224.021897 249224.030297 249224.038697 249224.047097 249224.055497 249224.063897 249224.072297 249224.080697 249224.089097 249224.097497 249224.105897 249224.114297 249224.122697 249224.131097 249224.139497 249224.147897 249224.156297 249224.164697 249224.173097 249224.181497 249224.189897 249224.198297
2,249224.9963,117.6,104,108,0.718817559,0.507093703,0.715645155,0.898854971,gaze,,,,249224.996297 249225.004697 249225.013097 249225.021497 249225.029897 249225.038297 249225.046697 249225.055097 249225.063497 249225.071897 249225.080297 249225.088697 249225.097097 249225.105497 249225.113897
3,249227.0543,184.8,160,164,0.67239547,0.720264181,2.810566279,0.903713996,gaze,,,,249227.054297 249227.062697 249227.071097 249227.079497 249227.087897 249227.096297 249227.104697 249227.113097 249227.121497 249227.129897 249227.138297 249227.146697 249227.155097 249227.163497 249227.171897 249227.180297 249227.188697 249227.197097 249227.205497 249227.213897 249227.222297 249227.230697 249227.239097
4,249228.0623,109.2,187,190,0.583105039,0.523695288,2.711273819,0.910182595,gaze,,,,249228.062297 249228.070697 249228.079097 249228.087497 249228.095897 249228.104297 249228.112697 249228.121097 249228.129497 249228.137897 249228.146297 249228.154697 249228.163097 249228.171497
5,249229.0703,117.6,213,216,0.607716777,0.228718919,2.50983986,0.920272108,gaze,,,,249229.070297 249229.078697 249229.087097 249229.095497 249229.103897 249229.112297 249229.120697 249229.129097 249229.137497 249229.145897 249229.154297 249229.162697 249229.171097 249229.179497 249229.187897
6,249230.0783,210,240,246,0.548749391,0.146940924,2.843986321,0.935998683,gaze,,,,249230.078297 249230.086697 249230.095097 249230.103497 249230.111897 249230.120297 249230.128697 249230.137097 249230.145497 249230.153897 249230.162297 249230.170697 249230.179097 249230.187497 249230.195897 249230.204297 249230.212697 249230.221097 249230.229497 249230.237897 249230.246297 249230.254697 249230.263097 249230.271497 249230.279897 249230.288297
7,249231.0863,100.8,268,271,0.73301318,0.626413864,2.79050575,0.949192903,gaze,,,,249231.086297 249231.103097 249231.111497 249231.119897 249231.128297 249231.136697 249231.145097 249231.153497 249231.170297 249231.178697 249231.187097
8,249232.0943,159.6,297,301,0.558223636,0.213928502,1.379644794,0.949062508,gaze,,,,249232.094297 249232.102697 249232.111097 249232.119497 249232.127897 249232.136297 249232.144697 249232.153097 249232.161497 249232.169897 249232.178297 249232.186697 249232.195097 249232.203497 249232.211897 249232.220297 249232.228697 249232.237097 249232.245497 249232.253897
9,249233.1023,176.4,323,328,0.612652025,0.526422589,2.602434489,0.930191077,gaze,,,,249233.102297 249233.110697 249233.119097 249233.127497 249233.135897 249233.144297 249233.152697 249233.161097 249233.169497 249233.177897 249233.186297 249233.194697 249233.203097 249233.211497 249233.219897 249233.228297 249233.236697 249233.245097 249233.261897 249233.270297 249233.278697
10,249234.1103,159.6,350,355,0.716149799,0.643602028,2.252908106,0.957038847,gaze,,,,249234.110297 249234.118697 249234.127097 249234.135497 249234.143897 249234.152297 249234.160697 249234.169097 249234.177497 249234.185897 249234.194297 249234.202697 249234.211097 249234.219497 249234.227897 249234.236297 249234.244697 249234.253097 249234.261497 249234.269897
11,249235.1183,428.4,378,390,0.736502788,0.536587532,2.362141287,0.885153854,gaze,,,,249235.118297 249235.126697 249235.135097 249235.143497 249235.151897 249235.160297 249235.168697 249235.177097 249235.185497 249235.193897 249235.202297 249235.210697 249235.219097 249235.227497 249235.235897 249235.244297 249235.252697 249235.261097 249235.269497 249235.277897 249235.286297 249235.294697 249235.303097 249235.311497 249235.319897 249235.328297 249235.336697 249235.345097 249235.353497 249235.361897 249235.370297 249235.378697 249235.387097 249235.395497 249235.403897 249235.412297 249235.420697 249235.429097 249235.437497 249235.445897 249235.454297 249235.462697 249235.471097 249235.479497 249235.487897 249235.496297 249235.504697 249235.513097 249235.521497 249235.529897 249235.538297 249235.546697
12,249237.2603,100.8,437,439,0.420327666,0.532303216,2.781349201,0.951848067,gaze,,,,249237.260297 249237.268697 249237.277097 249237.285497 249237.293897 249237.302297 249237.310697 249237.319097 249237.327497 249237.335897 249237.344297 249237.352697 249237.361097
13,249238.4867,151.2,471,474,0.613169646,0.241825306,2.961279927,0.834018491,gaze,,,,249238.486697 249238.495097 249238.503497 249238.511897 249238.520297 249238.528697 249238.537097 249238.545497 249238.553897 249238.562297 249238.570697 249238.579097 249238.587497 249238.595897 249238.604297 249238.612697 249238.621097 249238.629497 249238.637897
14,249242.1491,109.2,569,571,0.350670491,0.460533411,2.844238164,0.989229304,gaze,,,,249242.149097 249242.157497 249242.165897 249242.174297 249242.182697 249242.191097 249242.199497 249242.207897 249242.216297 249242.224697 249242.233097 249242.241497 249242.249897 249242.258297
15,249243.1571,100.8,597,599,0.434917372,0.624656575,2.827827775,0.961701645,gaze,,,,249243.157097 249243.165497 249243.173897 249243.182297 249243.190697 249243.199097 249243.207497 249243.215897 249243.224297 249243.232697 249243.241097 249243.249497 249243.257897
16,249245.0723,126,648,652,0.320252038,0.391632124,2.866657971,0.958706845,gaze,,,,249245.072297 249245.080697 249245.089097 249245.097497 249245.105897 249245.114297 249245.122697 249245.131097 249245.139497 249245.147897 249245.156297 249245.164697 249245.173097 249245.181497 249245.189897 249245.198297
17,249246.0803,100.8,676,679,0.447044939,0.698467084,2.461367671,0.937643202,gaze,,,,249246.080297 249246.088697 249246.097097 249246.105497 249246.113897 249246.122297 249246.130697 249246.139097 249246.147497 249246.155897 249246.164297 249246.172697 249246.181097
18,249247.0883,176.4,705,709,0.427854162,0.460691474,2.384746208,0.984326701,gaze,,,,249247.088297 249247.096697 249247.105097 249247.113497 249247.121897 249247.130297 249247.138697 249247.147097 249247.155497 249247.163897 249247.172297 249247.180697 249247.189097 249247.197497 249247.205897 249247.214297 249247.222697 249247.231097 249247.239497 249247.247897 249247.256297 249247.264697
19,249248.3063,151.2,734,738,0.371619466,0.518914712,2.739770874,0.737110183,gaze,,,,249248.306297 249248.314697 249248.323097 249248.331497 249248.339897 249248.348297 249248.356697 249248.365097 249248.373497 249248.381897 249248.390297 249248.398697 249248.407097 249248.415497 249248.423897 249248.432297 249248.440697 249248.449097 249248.457497
20,249249.3143,100.8,763,766,0.710211482,0.2729084,0.996240186,0.863684168,gaze,,,,249249.314297 249249.322697 249249.331097 249249.339497 249249.347897 249249.356297 249249.364697 249249.373097 249249.381497 249249.389897 249249.398297 249249.406697 249249.415097
21,249250.4567,176.4,794,798,0.482513413,0.220231042,2.735054929,0.844374924,gaze,,,,249250.456697 249250.465097 249250.473497 249250.481897 249250.490297 249250.498697 249250.507097 249250.515497 249250.523897 249250.532297 249250.540697 249250.549097 249250.557497 249250.565897 249250.574297 249250.582697 249250.591097 249250.599497 249250.607897 249250.616297 249250.624697 249250.633097
22,249251.4647,151.2,821,825,0.404310585,0.641982057,1.255787226,0.612061105,gaze,,,,249251.464697 249251.473097 249251.481497 249251.489897 249251.498297 249251.506697 249251.515097 249251.523497 249251.531897 249251.540297 249251.548697 249251.557097 249251.565497 249251.573897 249251.582297 249251.590697 249251.599097 249251.607497 249251.615897
23,249252.5231,243.6,850,857,0.413661034,0.653904063,2.918600625,0.999310345,gaze,,,,249252.523097 249252.539897 249252.548297 249252.556697 249252.565097 249252.573497 249252.581897 249252.590297 249252.598697 249252.607097 249252.615497 249252.623897 249252.632297 249252.640697 249252.649097 249252.657497 249252.665897 249252.674297 249252.682697 249252.691097 249252.699497 249252.707897 249252.716297 249252.724697 249252.733097 249252.741497 249252.749897 249252.758297 249252.766697
