id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,244513.8993,336,0,3,0.54814751,0.549810392,2.23898776,0.840462799,gaze,,,,244513.899321 244513.907721 244513.916121 244513.924521 244513.932921 244513.958121 244513.974921 244513.983321 244513.991721 244514.000121 244514.008521 244514.016921 244514.025321 244514.033721 244514.042121 244514.050521 244514.058921 244514.067321 244514.075721 244514.084121 244514.092521 244514.100921 244514.109321 244514.117721 244514.126121 244514.134521 244514.142921 244514.151321 244514.159721 244514.168121 244514.176521 244514.184921 244514.193321 244514.201721 244514.210121 244514.218521 244514.226921 244514.235321
1,244515.9153,159.6,46,50,0.610870983,0.8825219,0.766444543,0.992237198,gaze,,,,244515.915321 244515.923721 244515.932121 244515.940521 244515.948921 244515.957321 244515.965721 244515.974121 244515.982521 244515.990921 244515.999321 244516.007721 244516.016121 244516.024521 244516.032921 244516.041321 244516.049721 244516.058121 244516.066521 244516.074921
2,244518.0573,109.2,102,105,0.691226637,0.703521475,2.747391348,0.854416208,gaze,,,,244518.057321 244518.065721 244518.074121 244518.082521 244518.090921 244518.099321 244518.107721 244518.116121 244518.124521 244518.132921 244518.141321 244518.149721 244518.158121 244518.166521
3,244519.1829,184.8,130,135,0.439512916,0.410186018,2.311325206,0.955069824,gaze,,,,244519.182921 244519.191321 244519.199721 244519.208121 244519.216521 244519.224921 244519.233321 244519.241721 244519.250121 244519.258521 244519.266921 244519.275321 244519.283721 244519.292121 244519.300521 244519.308921 244519.317321 244519.325721 244519.334121 244519.342521 244519.350921 244519.359321 244519.367721
4,244520.1909,100.8,156,158,0.523634093,0.785090565,0.987228977,1,gaze,,,,244520.190921 244520.199321 244520.207721 244520.216121 244520.224521 244520.232921 244520.241321 244520.249721 244520.258121 244520.266521 244520.274921 244520.283321 244520.291721
5,244523.5761,117.6,244,247,0.371440871,0.444054011,2.943969691,0.868948261,gaze,,,,244523.576121 244523.584521 244523.592921 244523.601321 244523.609721 244523.618121 244523.626521 244523.634921 244523.643321 244523.651721 244523.660121 244523.668521 244523.676921 244523.685321 244523.693721
6,244525.7097,100.8,299,301,0.511768901,0.647298812,2.998132264,0.994758753,gaze,,,,244525.709721 244525.718121 244525.726521 244525.734921 244525.743321 244525.751721 244525.760121 244525.768521 244525.776921 244525.785321 244525.793721 244525.802121 244525.810521
7,244528.7673,117.6,378,380,0.550728858,0.671560913,2.218752584,0.864170984,gaze,,,,244528.767321 244528.775721 244528.784121 244528.792521 244528.800921 244528.809321 244528.817721 244528.826121 244528.834521 244528.842921 244528.851321 244528.859721 244528.868121 244528.876521 244528.884921
8,244530.8169,117.6,430,433,0.410347139,0.564783441,1.197378874,0.842934436,gaze,,,,244530.816921 244530.825321 244530.833721 244530.842121 244530.850521 244530.858921 244530.867321 244530.875721 244530.884121 244530.892521 244530.900921 244530.909321 244530.917721 244530.926121 244530.934521
9,244532.9337,268.8,484,491,0.423747014,0.538590957,2.77910497,0.987648708,gaze,,,,244532.933721 244532.950521 244532.958921 244532.967321 244532.975721 244532.984121 244532.992521 244533.000921 244533.009321 244533.017721 244533.026121 244533.034521 244533.042921 244533.051321 244533.059721 244533.068121 244533.076521 244533.084921 244533.093321 244533.101721 244533.110121 244533.118521 244533.126921 244533.135321 244533.143721 244533.152121 244533.160521 244533.168921 244533.177321 244533.185721 244533.194121 244533.202521
10,244533.9417,126,510,514,0.190351191,0.52043381,0.445985917,0.270626785,gaze,,,,244533.941721 244533.950121 244533.958521 244533.966921 244533.975321 244533.983721 244533.992121 244534.000521 244534.008921 244534.017321 244534.025721 244534.034121 244534.042521 244534.050921 244534.059321 244534.067721
11,244534.9497,243.6,537,544,0.546249075,0.829858447,1.059401069,0.976934538,gaze,,,,244534.949721 244534.958121 244534.966521 244534.974921 244534.983321 244534.991721 244535.000121 244535.008521 244535.016921 244535.025321 244535.033721 244535.042121 244535.050521 244535.058921 244535.067321 244535.075721 244535.084121 244535.092521 244535.100921 244535.109321 244535.117721 244535.126121 244535.134521 244535.142921 244535.151321 244535.159721 244535.168121 244535.176521 244535.184921 244535.193321
12,244535.9829,403.2,564,574,0.466114209,0.709888359,2.231059608,0.982825907,gaze,,,,244535.982921 244535.991321 244535.999721 244536.008121 244536.016521 244536.024921 244536.033321 244536.041721 244536.050121 244536.058521 244536.066921 244536.075321 244536.083721 244536.092121 244536.100521 244536.108921 244536.117321 244536.125721 244536.150921 244536.159321 244536.167721 244536.176121 244536.184521 244536.192921 244536.201321 244536.209721 244536.218121 244536.226521 244536.234921 244536.243321 244536.251721 244536.260121 244536.268521 244536.276921 244536.285321 244536.293721 244536.302121 244536.310521 244536.318921 244536.327321 244536.335721 244536.344121 244536.352521 244536.360921 244536.369321 244536.377721 244536.386121
