id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,155166.0652,100.8,21,24,0.436247723,0.176220759,2.894587612,0.79266136,gaze,,,,155166.065154 155166.073554 155166.081954 155166.090354 155166.098754 155166.107154 155166.115554 155166.123954 155166.132354 155166.140754 155166.149154 155166.157554 155166.165954
1,155167.1656,100.8,50,52,0.43245917,0.242948702,2.935077857,0.881526035,gaze,,,,155167.165554 155167.173954 155167.182354 155167.190754 155167.199154 155167.207554 155167.215954 155167.224354 155167.232754 155167.241154 155167.249554 155167.257954 155167.266354
2,155168.2912,100.8,81,84,0.551318723,0.547568631,2.998724058,1,gaze,,,,155168.291154 155168.299554 155168.307954 155168.316354 155168.324754 155168.333154 155168.341554 155168.349954 155168.358354 155168.366754 155168.375154 155168.391954
3,155170.3912,117.6,141,144,0.400150958,0.537798974,2.35949272,1,gaze,,,,155170.391154 155170.399554 155170.407954 155170.416354 155170.424754 155170.433154 155170.441554 155170.449954 155170.458354 155170.466754 155170.475154 155170.483554 155170.491954 155170.500354 155170.508754
4,155172.4576,235.2,199,205,0.522126438,0.483245113,2.48457057,0.931526747,gaze,,,,155172.457554 155172.465954 155172.474354 155172.482754 155172.491154 155172.499554 155172.507954 155172.516354 155172.524754 155172.533154 155172.541554 155172.549954 155172.558354 155172.566754 155172.575154 155172.583554 155172.591954 155172.600354 155172.608754 155172.617154 155172.625554 155172.633954 155172.642354 155172.650754 155172.659154 155172.667554 155172.675954 155172.684354 155172.692754
5,155174.0032,100.8,245,247,0.635307825,0.629849404,2.659860133,0.998574656,gaze,,,,155174.003154 155174.011554 155174.019954 155174.028354 155174.036754 155174.045154 155174.053554 155174.061954 155174.070354 155174.078754 155174.087154 155174.095554 155174.103954
6,155176.834,394.8,325,337,0.508738925,0.339845552,1.201829523,0.835279028,gaze,,,,155176.833954 155176.842354 155176.850754 155176.859154 155176.867554 155176.875954 155176.884354 155176.892754 155176.901154 155176.909554 155176.917954 155176.926354 155176.934754 155176.943154 155176.951554 155176.959954 155176.968354 155176.976754 155176.985154 155176.993554 155177.001954 155177.010354 155177.018754 155177.027154 155177.035554 155177.043954 155177.052354 155177.060754 155177.069154 155177.077554 155177.085954 155177.094354 155177.102754 155177.111154 155177.119554 155177.127954 155177.136354 155177.144754 155177.153154 155177.161554 155177.169954 155177.178354 155177.186754 155177.195154 155177.203554 155177.211954 155177.220354 155177.228754
