id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,157112.8156,495.6,160,175,0.527505823,0.407310214,2.775477687,0.82833383,gaze,,,,157112.815553 157112.823953 157112.832353 157112.840753 157112.849153 157112.857553 157112.874353 157112.882753 157112.891153 157112.899553 157112.907953 157112.916353 157112.924753 157112.933153 157112.941553 157112.949953 157112.958353 157112.966753 157112.975153 157112.983553 157112.991953 157113.000353 157113.008753 157113.017153 157113.025553 157113.033953 157113.042353 157113.050753 157113.059153 157113.067553 157113.075953 157113.084353 157113.092753 157113.101153 157113.109553 157113.117953 157113.126353 157113.134753 157113.143153 157113.151553 157113.159953 157113.168353 157113.176753 157113.185153 157113.193553 157113.201953 157113.210353 157113.218753 157113.227153 157113.235553 157113.243953 157113.252353 157113.260753 157113.269153 157113.285953 157113.294353 157113.302753 157113.311153
1,157136.134,403.2,841,852,0.593910761,0.471001951,2.784743345,0.963328933,gaze,,,,157136.133953 157136.142353 157136.150753 157136.159153 157136.167553 157136.175953 157136.184353 157136.192753 157136.201153 157136.209553 157136.217953 157136.226353 157136.234753 157136.243153 157136.251553 157136.259953 157136.268353 157136.276753 157136.285153 157136.293553 157136.301953 157136.310353 157136.318753 157136.327153 157136.335553 157136.343953 157136.352353 157136.360753 157136.369153 157136.377553 157136.385953 157136.394353 157136.402753 157136.411153 157136.419553 157136.427953 157136.436353 157136.444753 157136.453153 157136.461553 157136.469953 157136.478353 157136.486753 157136.495153 157136.503553 157136.511953 157136.520353 157136.528753 157136.537153
2,157138.192,378,901,913,0.397607804,0.254808522,2.907166775,0.910639699,gaze,,,,157138.191953 157138.208753 157138.217153 157138.225553 157138.233953 157138.242353 157138.250753 157138.259153 157138.267553 157138.275953 157138.284353 157138.292753 157138.301153 157138.309553 157138.317953 157138.326353 157138.334753 157138.343153 157138.351553 157138.359953 157138.368353 157138.376753 157138.385153 157138.393553 157138.401953 157138.410353 157138.418753 157138.427153 157138.435553 157138.443953 157138.452353 157138.460753 157138.469153 157138.477553 157138.485953 157138.494353 157138.502753 157138.511153 157138.519553 157138.527953 157138.536353 157138.544753 157138.553153 157138.561553 157138.569953
3,157147.0036,453.6,1155,1169,0.54096234,0.372254495,2.862792026,0.753489903,gaze,,,,157147.003553 157147.011953 157147.020353 157147.028753 157147.037153 157147.045553 157147.053953 157147.062353 157147.070753 157147.079153 157147.087553 157147.095953 157147.104353 157147.112753 157147.121153 157147.129553 157147.137953 157147.146353 157147.154753 157147.163153 157147.171553 157147.179953 157147.188353 157147.196753 157147.205153 157147.213553 157147.221953 157147.230353 157147.238753 157147.247153 157147.255553 157147.263953 157147.272353 157147.280753 157147.289153 157147.297553 157147.305953 157147.314353 157147.322753 157147.331153 157147.339553 157147.347953 157147.356353 157147.364753 157147.373153 157147.381553 157147.389953 157147.398353 157147.406753 157147.415153 157147.423553 157147.431953 157147.440353 157147.448753 157147.457153
4,157152.5896,655.2,1317,1335,0.546611749,0.441625913,2.46179577,0.901175295,gaze,,,,157152.589553 157152.597953 157152.606353 157152.614753 157152.623153 157152.631553 157152.639953 157152.648353 157152.656753 157152.665153 157152.673553 157152.681953 157152.690353 157152.698753 157152.707153 157152.715553 157152.723953 157152.732353 157152.740753 157152.749153 157152.757553 157152.765953 157152.774353 157152.782753 157152.791153 157152.799553 157152.807953 157152.816353 157152.824753 157152.833153 157152.841553 157152.849953 157152.858353 157152.866753 157152.875153 157152.883553 157152.891953 157152.900353 157152.908753 157152.917153 157152.925553 157152.933953 157152.942353 157152.950753 157152.959153 157152.967553 157152.975953 157152.984353 157152.992753 157153.001153 157153.009553 157153.017953 157153.026353 157153.034753 157153.043153 157153.051553 157153.059953 157153.068353 157153.076753 157153.085153 157153.093553 157153.101953 157153.110353 157153.118753 157153.127153 157153.135553 157153.143953 157153.152353 157153.160753 157153.169153 157153.177553 157153.185953 157153.194353 157153.202753 157153.211153 157153.219553 157153.227953 157153.236353 157153.244753
5,157155.2188,327.6,1392,1402,0.663122908,0.28852324,2.708744314,0.895253785,gaze,,,,157155.218753 157155.227153 157155.235553 157155.243953 157155.252353 157155.260753 157155.269153 157155.277553 157155.285953 157155.294353 157155.302753 157155.311153 157155.319553 157155.327953 157155.336353 157155.344753 157155.353153 157155.361553 157155.369953 157155.378353 157155.386753 157155.395153 157155.403553 157155.411953 157155.420353 157155.428753 157155.437153 157155.445553 157155.453953 157155.462353 157155.470753 157155.479153 157155.487553 157155.495953 157155.504353 157155.512753 157155.521153 157155.529553 157155.537953 157155.546353
6,157161.6028,302.4,1576,1585,0.45133387,0.331853144,2.879186311,0.937932496,gaze,,,,157161.602753 157161.611153 157161.619553 157161.627953 157161.636353 157161.644753 157161.653153 157161.661553 157161.669953 157161.678353 157161.686753 157161.695153 157161.703553 157161.711953 157161.720353 157161.728753 157161.737153 157161.745553 157161.753953 157161.762353 157161.770753 157161.779153 157161.787553 157161.795953 157161.804353 157161.812753 157161.821153 157161.829553 157161.837953 157161.846353 157161.854753 157161.863153 157161.871553 157161.879953 157161.888353 157161.896753 157161.905153
7,157163.4676,982.8,1630,1658,0.479618549,0.573946883,2.74992532,0.995190203,gaze,,,,157163.467553 157163.459153 157163.450753 157164.105953 157164.114353 157164.122753 157164.131153 157164.139553 157164.147953 157164.156353 157164.164753 157164.173153 157164.181553 157164.189953 157164.198353 157164.206753 157164.215153 157164.223553 157164.231953 157164.240353 157164.248753 157164.257153 157164.265553 157164.273953 157164.282353 157164.290753 157164.299153 157164.307553 157164.315953 157164.324353 157164.332753 157164.341153 157164.349553 157164.357953 157164.366353 157164.374753 157164.383153 157164.391553 157164.399953 157164.408353 157164.416753 157164.425153 157164.433553 157164.441953 157164.450353
8,157180.8052,907.2,2134,2158,0.488076476,0.322458968,2.569495074,0.830634435,gaze,,,,157180.805153 157180.813553 157180.821953 157180.830353 157180.838753 157180.847153 157180.855553 157180.863953 157180.872353 157180.880753 157180.889153 157180.897553 157180.905953 157180.914353 157180.922753 157180.931153 157180.939553 157180.947953 157180.956353 157180.964753 157180.973153 157180.981553 157180.989953 157180.998353 157181.006753 157181.015153 157181.023553 157181.031953 157181.040353 157181.048753 157181.057153 157181.065553 157181.073953 157181.082353 157181.090753 157181.099153 157181.107553 157181.115953 157181.124353 157181.132753 157181.141153 157181.149553 157181.157953 157181.166353 157181.174753 157181.183153 157181.191553 157181.199953 157181.208353 157181.216753 157181.225153 157181.233553 157181.241953 157181.250353 157181.258753 157181.267153 157181.275553 157181.283953 157181.292353 157181.300753 157181.309153 157181.317553 157181.325953 157181.334353 157181.342753 157181.351153 157181.359553 157181.367953 157181.376353 157181.384753 157181.393153 157181.401553 157181.409953 157181.418353 157181.426753 157181.435153 157181.443553 157181.451953 157181.460353 157181.468753 157181.477153 157181.485553 157181.493953 157181.502353 157181.510753 157181.519153 157181.527553 157181.535953 157181.544353 157181.552753 157181.561153 157181.569553 157181.577953 157181.586353 157181.594753 157181.603153 157181.611553 157181.619953 157181.628353 157181.636753 157181.645153 157181.653553 157181.661953 157181.670353 157181.678753 157181.687153 157181.695553 157181.703953 157181.712353
9,157189.6588,378,2390,2401,0.528963128,0.562954047,2.955008603,0.994060155,gaze,,,,157189.658753 157189.667153 157189.675553 157189.683953 157189.692353 157189.700753 157189.709153 157189.717553 157189.725953 157189.734353 157189.742753 157189.751153 157189.759553 157189.767953 157189.776353 157189.784753 157189.793153 157189.801553 157189.809953 157189.818353 157189.826753 157189.835153 157189.843553 157189.851953 157189.860353 157189.868753 157189.877153 157189.885553 157189.893953 157189.902353 157189.910753 157189.919153 157189.927553 157189.935953 157189.944353 157189.952753 157189.961153 157189.969553 157189.977953 157189.986353 157189.994753 157190.003153 157190.011553 157190.019953 157190.028353 157190.036753
10,157192.96,394.8,2483,2494,0.488586354,0.245542274,3.002270449,0.866110022,gaze,,,,157192.959953 157192.968353 157192.976753 157192.985153 157192.993553 157193.001953 157193.010353 157193.018753 157193.027153 157193.035553 157193.043953 157193.052353 157193.060753 157193.069153 157193.077553 157193.085953 157193.094353 157193.102753 157193.111153 157193.119553 157193.127953 157193.136353 157193.144753 157193.153153 157193.161553 157193.169953 157193.178353 157193.186753 157193.195153 157193.203553 157193.211953 157193.220353 157193.228753 157193.237153 157193.245553 157193.253953 157193.262353 157193.270753 157193.279153 157193.287553 157193.295953 157193.304353 157193.312753 157193.321153 157193.329553 157193.337953 157193.346353 157193.354753
