id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,396307.8572,331.8,35,41,0.56891791,0.472768939,2.716964486,0.902736996,gaze,,,,396307.85715249996 396307.8949525 396307.8991525 396307.9075525 396307.9117525 396307.91595249996 396307.92015250004 396307.9285525 396307.9327525 396307.9369525 396307.9411525 396307.9453525 396307.94955250004 396307.9537525 396307.9579525 396307.9663525 396307.97475249995 396307.97895250004 396307.9831525 396307.9873525 396307.9915525 396307.9957525 396307.9999525 396308.0041525 396308.00835250004 396308.0125525 396308.01675249997 396308.0209525 396308.0251525 396308.0293525 396308.03355249995 396308.03775250004 396308.04615249997 396308.0503525 396308.0545525 396308.0587525 396308.0629525 396308.06715250004 396308.0713525 396308.07555249997 396308.0797525 396308.0839525 396308.0881525 396308.0965525 396308.1007525 396308.10495249997 396308.1091525 396308.1133525 396308.1175525 396308.1301525 396308.13435249997 396308.1385525 396308.1469525 396308.1511525 396308.15535250003 396308.1595525 396308.16375249997 396308.1679525 396308.1763525 396308.18475250003 396308.1889525
1,396309.9026,193.2,78,81,0.5033818,0.474285688,1.715166712,0.875469829,gaze,,,,396309.9025525 396309.9067525 396309.91515250003 396309.9193525 396309.9277525 396309.9319525 396309.9403525 396309.94455250003 396309.9487525 396309.95295249997 396309.9571525 396309.9613525 396309.9655525 396309.9697525 396309.97395250003 396309.9781525 396309.9865525 396309.9991525 396310.00335250003 396310.0075525 396310.01175249997 396310.0159525 396310.0201525 396310.0243525 396310.0285525 396310.03275250003 396310.04115249997 396310.0495525 396310.0537525 396310.0579525 396310.06215250003 396310.0663525 396310.0789525 396310.0831525 396310.09155250003 396310.0957525
2,396314.3546,256.2,172,178,0.615415497,0.463661203,2.033037413,0.877665173,gaze,,,,396314.3545525 396314.35875250003 396314.3629525 396314.36715249997 396314.3713525 396314.3797525 396314.38815250003 396314.3923525 396314.39655249997 396314.4007525 396314.4049525 396314.4091525 396314.4133525 396314.41755250003 396314.4217525 396314.42595249997 396314.4301525 396314.4385525 396314.4427525 396314.44695250003 396314.4511525 396314.45535249996 396314.45955250005 396314.4679525 396314.4721525 396314.47635250003 396314.4805525 396314.48475249996 396314.4889525 396314.4931525 396314.4973525 396314.5015525 396314.50575250003 396314.5141525 396314.51835250005 396314.5225525 396314.5267525 396314.5309525 396314.53515250003 396314.5393525 396314.54355249996 396314.5477525 396314.5519525 396314.5603525 396314.5645525 396314.5729525 396314.57715250005 396314.5813525 396314.5855525 396314.5897525 396314.60235249996 396314.6065525 396314.6107525
3,396315.476,142.8,197,200,0.43962329,0.185132088,2.839578561,0.741781257,gaze,,,,396315.4759525 396315.4801525 396315.4927525 396315.50115250004 396315.5053525 396315.5095525 396315.5137525 396315.5179525 396315.5221525 396315.52635249996 396315.5305525 396315.5347525 396315.5389525 396315.5431525 396315.5473525 396315.5515525 396315.55575249996 396315.5641525 396315.5725525 396315.5767525 396315.5809525 396315.58515249996 396315.58935250004 396315.5935525 396315.5977525 396315.6019525 396315.6061525 396315.6103525 396315.6187525
4,396316.4798,151.2000001,220,223,0.534255119,0.247164784,2.458263,0.781171371,gaze,,,,396316.47975249996 396316.4881525 396316.4923525 396316.5007525 396316.5049525 396316.50915249996 396316.51335250004 396316.5175525 396316.5217525 396316.5259525 396316.5301525 396316.5343525 396316.53855249996 396316.5511525 396316.553665 396316.5553525 396316.5595525 396316.5637525 396316.56795249996 396316.57215250004 396316.5763525 396316.5805525 396316.5847525 396316.5889525 396316.5931525 396316.59735249996 396316.60155250004 396316.6057525 396316.6099525 396316.6141525 396316.6225525 396316.62675249996 396316.63095250004
5,396318.2816,193.2,260,263,0.563181515,0.626264651,2.927158148,0.974258771,gaze,,,,396318.2815525 396318.2857525 396318.2899525 396318.2941525 396318.29835249996 396318.30255250004 396318.3067525 396318.3109525 396318.3151525 396318.3235525 396318.32775249996 396318.33195250004 396318.3361525 396318.3403525 396318.3445525 396318.3487525 396318.3529525 396318.35715249996 396318.36135250004 396318.3655525 396318.3697525 396318.3739525 396318.3781525 396318.3823525 396318.3865525 396318.39075250004 396318.3949525 396318.3991525 396318.4033525 396318.4075525 396318.4117525 396318.41595249996 396318.42015250004 396318.4243525 396318.4327525 396318.4369525 396318.4411525 396318.4453525 396318.44955250004 396318.4537525 396318.4579525 396318.4621525 396318.4705525 396318.47475249995
6,396324.5757,115.0875,395,398,0.562168425,0.401364055,2.775874276,0.801287558,gaze,,,,396324.575665 396324.5773525 396324.5815525 396324.5857525 396324.58995249995 396324.59415250004 396324.6025525 396324.6109525 396324.6193525 396324.62355250004 396324.6277525 396324.6361525 396324.6403525 396324.6487525 396324.65295250004 396324.6571525 396324.66135249997 396324.6697525 396324.6739525 396324.6781525 396324.68235250004 396324.6865525 396324.69075249997
7,396325.6526,105,419,422,0.613373488,0.383968307,1.658846721,0.832115037,gaze,,,,396325.6525525 396325.6567525 396325.6609525 396325.66515250003 396325.6693525 396325.67355249997 396325.6777525 396325.6819525 396325.6861525 396325.6903525 396325.69455250003 396325.6987525 396325.7071525 396325.7113525 396325.7155525 396325.7197525 396325.7281525 396325.73235249997 396325.7365525 396325.7407525 396325.7491525 396325.75335250003 396325.7575525
8,396326.6774,100.8,441,444,0.589139992,0.446922133,0.538612264,0.879223017,gaze,,,,396326.67735250003 396326.6815525 396326.68575249997 396326.6899525 396326.6941525 396326.7025525 396326.7109525 396326.71515249996 396326.7193525 396326.7235525 396326.7277525 396326.7319525 396326.73615250003 396326.7403525 396326.74455249996 396326.7529525 396326.7613525 396326.7697525 396326.77395249996 396326.7781525
9,396327.887,100.8,468,470,0.566121003,0.467072492,1.122316738,0.854938006,gaze,,,,396327.8869525 396327.8911525 396327.8953525 396327.9037525 396327.9121525 396327.9163525 396327.9205525 396327.9289525 396327.93315249996 396327.93735250004 396327.9415525 396327.9541525 396327.9583525 396327.96255249996 396327.96675250004 396327.9709525 396327.9751525 396327.9793525 396327.9835525 396327.9877525
